Fecha,Real,Pronostico_LSTM_Aug,IC_Inferior,IC_Superior,Error_Abs,Error_Pct
2025-10-01,313009859577.2699,2.940206e+11,2.4474288e+11,3.4043596e+11,18989247481.269897,6.066661129114431
2025-11-01,273825294334.4397,3.196175e+11,2.513596e+11,3.7930195e+11,45792204801.5603,16.72314638166022
2025-12-01,241029180476.59018,3.5565774e+11,2.729467e+11,4.3315062e+11,114628563907.40982,47.55796110693039
