Fecha,Real,Pronostico_LSTM,Error_Abs,Error_Pct
2025-10-01,313009859577.2699,318089170000.0,5079307270.730103,1.622730759213104
2025-11-01,273825294334.4397,337246750000.0,63421454337.5603,23.16128409236722
2025-12-01,241029180476.59018,351360700000.0,110331532227.40982,45.77517627087717
