Entidad,Recaudo_Total,Recaudo_Anual_Medio,CV_Interanual,Tendencia_Pct,N_Anios,Tipologia,R_Lag12,R_Lag1,IEP,ERS,Semaforo
ARBELAEZ,298292212.0,59658442.4,54.12344867145094,115.625103883034,5,Dependientes,0.420808604401279,-0.15687802592506792,1.5482083148640102,37.915809820424045,VERDE
ARBOLEDA BERRUECOS,229694168.0,45938833.6,52.475422282877226,102.5000077494349,5,Criticos,0.46528036864454336,-0.15577783667670697,0.8740636258455374,39.61501073429929,NARANJA
ARBOLEDAS,289622005.0,57924401.0,52.665948798892934,99.82842981837653,5,Criticos,0.4876644148092672,-0.15921976093525583,0.7719248377075967,39.6101030659598,NARANJA
ARBOLETES,1171664963.0,234332992.6,54.664845202980025,95.02193183701098,5,Criticos,0.5132764776785943,-0.1650804797846575,0.8061124258317446,39.572281760117264,NARANJA
ARENAL,334232420.0,66846484.0,53.37742249965539,83.07535591550335,5,Criticos,0.4933008333147509,-0.1658441794289,0.23482169944218545,42.573195456473556,ROJO
ARGELIA,924440426.0,184888085.2,52.62007019583108,100.51840755393361,5,Criticos,0.4882520704440142,-0.15628767405199614,0.8103148838018315,39.40511921426258,AMARILLO
ARIGUANTEL DIFTCIL,1011057733.0,202211546.6,52.55534927698895,106.49532463444397,5,Criticos,0.4545149676121672,-0.1549368962732779,0.9964192341691798,39.22761410921832,AMARILLO
ARJONA,2532008159.0,506401631.8,51.90078852412614,100.00046014859625,5,Consolidados,0.4715202703158879,-0.1614411505630313,0.6793222003929372,40.174515036510414,NARANJA
ARMENIA,165212537.0,33042507.4,57.1485280098628,105.43972670790716,5,Criticos,0.46679329706300177,-0.15510478824217822,1.433757819240295,38.44503174073925,VERDE
ARROYOHONDO,324030030.0,64806006.0,53.27349366765968,91.38278788543148,5,Criticos,0.5160148820750211,-0.16297377905426993,0.5485947893630557,40.333017191677456,ROJO
ATRATO,207531995.0,41506399.0,53.07775863540982,101.6991139125319,5,Criticos,0.4737834178564867,-0.1557054877073351,0.8358740123396152,39.71674034991488,NARANJA
AYAPEL,1597098417.0,319419683.4,50.991728314787885,109.22576225933358,5,Dependientes,0.4425475275993206,-0.16064002834273267,1.0226470971059602,38.923462091789354,AMARILLO
BAHIA SOLANO CIUDAD MUTIS,392866216.0,78573243.2,52.77971061138016,104.36699079770197,5,Criticos,0.4667464543231051,-0.15652378856317006,0.8518101530032303,39.61016580742405,NARANJA
BAJO BAUDO PIZARRO,608123222.0,121624644.4,53.178255472309786,104.38258966864448,5,Criticos,0.46238863892258847,-0.1543104185677068,1.1116885115787498,38.88279714158383,AMARILLO
BALBOA,983182423.0,196636484.6,52.37021923757741,96.8658247158269,5,Criticos,0.4957129278986173,-0.16443001834031581,0.6903699585515485,39.8098396472327,NARANJA
BARAYA,223663874.0,44732774.8,53.16295571557904,95.5926861036128,5,Criticos,0.507345644615979,-0.15790280789706532,0.7241924612274974,39.64551679184815,NARANJA
BARBACOAS,1525822042.0,305164408.4,53.70889446799643,97.00031666602442,5,Criticos,0.4890507042075583,-0.16154353636989366,0.6625139978686337,40.37313978616649,ROJO
BARBOSA,1958409324.0,391681864.8,50.223251437010795,89.32683203973554,5,Criticos,0.5221526890983423,-0.16189688599188884,0.3364938169351296,40.37429706538971,ROJO
BARICHARA,217017085.0,43403417.0,54.45331879310995,116.71203214253845,5,Dependientes,0.45079394677700124,-0.15079994635195018,1.351517277558001,37.85282323029638,VERDE
BARRANCA DE UPIA,262310593.0,52462118.6,49.01990205607235,112.67884633237057,5,Dependientes,0.4458005131028471,-0.1649459397659936,0.6303835533823655,39.585682817297005,NARANJA
BARRANCO DE LOBA,583873485.0,116774697.0,52.65843167964246,104.19750864350348,5,Criticos,0.47881017848575935,-0.15486130290294134,0.9269366321650754,39.0142194273905,AMARILLO
BECERRIL,723657567.0,144731513.4,50.61313418492443,94.16944160828487,5,Criticos,0.4489303156891904,-0.15545174875042,0.5034954751079033,41.454217821856055,ROJO
BELALCAZAR,651145401.0,130229080.2,51.44249522542298,103.26032157601001,5,Criticos,0.47972063129751474,-0.17922038925144376,0.89965161891476,38.87297280241214,AMARILLO
BELEN,223790453.0,44758090.6,53.004386996097075,98.18855185926991,5,Criticos,0.47316609104278773,-0.1603220398553445,0.5698152148982113,40.88231554666671,ROJO
BELEN DE UMBRIA,1554547098.0,310909419.6,46.870482139921336,100.71212892258087,5,Consolidados,0.4754917074976901,-0.17316436827730175,0.5292437350598868,39.43551734084997,AMARILLO
BELLO,16780311499.48,3356062299.896,52.60415382897068,118.98717661077826,5,Consolidados,0.6715592617572411,-0.1708385288187753,1.2550079189379155,31.954139291688183,VERDE
BELMIRA,196117852.0,39223570.4,61.708989214004376,85.35476923334852,5,Criticos,0.3573886784761529,-0.18301389433352613,1.0370686252019898,44.93961074570463,ROJO
BELTRAN,60634503.0,12126900.6,67.08940940809669,91.77901565384315,5,Criticos,0.41190149965245504,-0.07952747583785702,2.4076361992972215,39.452422857090475,AMARILLO
BERBEO,50563600.0,10112720.0,53.06350822930461,92.87027624615337,5,Criticos,0.5029185261206878,-0.16046583538684395,0.6400266870656524,40.20531174986919,NARANJA
BETANIA,606484331.0,121296866.2,47.589182293538954,82.31813329403231,5,Criticos,0.49814573669845813,-0.1164876014731575,-0.0066008225534437415,42.058173778663445,ROJO
BETEITIVA,43965912.0,8793182.4,51.243436902660896,110.91874427624747,5,Criticos,0.40638228962304584,-0.15004732417553174,0.8808916082479981,40.31395516709571,ROJO
BETULIA,1267663753.0,253532750.6,47.43701804623533,108.21463177862118,5,Consolidados,0.5114242491804999,-0.1510511142409111,0.41730945725280777,38.57509568764188,VERDE
BITUIMA,60774348.0,12154869.6,52.06178244198776,89.2545938954376,5,Criticos,0.46160061360254667,-0.16159187276984993,0.16658428434838432,42.95839753489677,ROJO
BOAVITA,199383136.0,39876627.2,55.171112266109915,142.64673818752655,5,Dependientes,0.4112645909961266,-0.1499285665490649,1.9242625089087055,35.391770408503845,VERDE
BOCHALEMA,316302576.0,63260515.2,53.19923325320639,128.2877735715943,5,Dependientes,0.5207320392892987,-0.11711945822421137,1.1875827167753912,35.642787140087776,VERDE
BOJACA,139825884.0,27965176.8,58.73061492564313,115.09429827742052,5,Dependientes,0.448939610803939,-0.15270844956245486,1.827758189371732,37.2591447929548,VERDE
BOJAYABELLAVISTA,457819893.0,91563978.6,52.35751627321854,97.56991763134243,5,Criticos,0.48649251762299567,-0.15527859096761815,0.7546062327792796,39.77184830655317,NARANJA
BOLIVAR,1525612445.0,305122489.0,53.86198847417829,92.93345057236996,5,Criticos,0.5136445334537973,-0.15592457525698467,0.695836568438307,39.904921906851186,NARANJA
BOSCONIA,1774160494.0,354832098.8,50.70412344555626,108.26467371446273,5,Consolidados,0.4499780276208803,-0.15016396176371002,0.957459079634629,38.959385729646165,AMARILLO
BOYACA,265090299.0,53018059.8,54.919044798430065,127.6935703709022,5,Dependientes,0.39025492118760835,-0.1503898132357328,1.1950843993221687,39.40048963445823,AMARILLO
BRICENO,235767565.0,47153513.0,52.38183705435107,98.04765447698458,5,Criticos,0.4852056586650661,-0.1574850377988461,0.7052487722979013,39.95735711769124,NARANJA
BUCARASICA,178838391.0,35767678.2,53.50226085933977,96.31922795592585,5,Criticos,0.5013423774987059,-0.1576358966490034,0.6930024095304537,39.943053897870456,NARANJA
BUENAVISTA,137491366.0,27498273.2,53.285787661946635,98.04749121483016,5,Criticos,0.504554470550612,-0.15713132467648097,0.8764580911457988,39.050208562317316,AMARILLO
BUENOS AIRES,828460930.0,165692186.0,52.71344102916934,105.61095832244014,5,Criticos,0.46720640591235113,-0.15438578094830174,0.9989307372784304,38.981498750938215,AMARILLO
BUESACO,755903150.0,151180630.0,54.01215978256963,92.47518117896453,5,Criticos,0.4799123447919425,-0.14681851487938843,0.4915581436247608,41.56554954128069,ROJO
BUGALAGRANDE,646633236.0,129326647.2,56.6528490190908,115.06651121161981,5,Dependientes,0.47698674554414827,-0.15211349113714917,1.444107026892816,37.442062202593235,VERDE
BURITICA,381448495.0,76289699.0,48.31336866134566,125.43862704190248,5,Dependientes,0.49394938984266024,-0.13343576509461538,0.9430743594329054,36.28490721337725,VERDE
CABRERA,76310632.0,15262126.4,58.204304821107954,118.266016981749,5,Dependientes,0.4395346564337571,-0.14426977170669392,2.122898960082575,36.134210830752394,VERDE
