Tipologia,N_Entidades,Recaudo_Medio_B,CV_Mediano,Tendencia_Media,Pct_Recaudo_Total
Consolidados,178,0.9442305962,49.85215281457678,104.00211959594168,96.06345935771051
Emergentes,2,0.9007093985066666,167.77911243002097,312.55597821642056,0.04225000328675072
Dependientes,220,0.12108031579999999,53.109766713723474,117.89225375406949,1.3109690180752416
Criticos,701,0.0666965382,52.48167541241479,98.15677604279372,2.583321620927482
