Modelo,Serie_Meses,Muestras_Entrenamiento,Look_Back,Epocas_Entrenadas,Mejor_Epoca,Parametros_Red,MAPE_pct,RMSE_MM_COP,MAE_MM_COP,MAE_Rel_pct
LSTM,51,35,12,83,53,31905,23.52,73.5,59.6,21.6
